ICD10,PHECODE,Exl. Phecodes,Excl. Phenotypes
B23.8,71.1,050-079.99,Viral infection
B24,71.1,050-079.99,Viral infection
B25,79,050-079.99,Viral infection
B25.0,480.2,480-488.99,Pneumonia and influenza
B25.1,70,050-079.99,Viral infection
B25.2,79,050-079.99,Viral infection
B25.2,577.1,577-577.99,pancreatic disorders
B25.8,79,050-079.99,Viral infection
B25.9,79,050-079.99,Viral infection
B26,79,050-079.99,Viral infection
B26.0,79,050-079.99,Viral infection
B26.1,320,320-326.9,INFLAMMATORY DISEASES OF THE CENTRAL NERVOUS SYSTEM
B26.2,323,320-326.9,INFLAMMATORY DISEASES OF THE CENTRAL NERVOUS SYSTEM
B26.3,79,050-079.99,Viral infection
B26.8,79,050-079.99,Viral infection
B26.9,79,050-079.99,Viral infection
B27,79.2,050-079.99,Viral infection
B27.0,79.2,050-079.99,Viral infection
B27.1,79.2,050-079.99,Viral infection
B27.8,79.2,050-079.99,Viral infection
B27.9,79.2,050-079.99,Viral infection
B30,369.2,369-374.99,infection/inflammation of eye
B30.0,369.2,369-374.99,infection/inflammation of eye
B30.1,369.2,369-374.99,infection/inflammation of eye
B30.2,369.2,369-374.99,infection/inflammation of eye
B30.3,369.2,369-374.99,infection/inflammation of eye
B30.8,369.2,369-374.99,infection/inflammation of eye
B30.9,369.2,369-374.99,infection/inflammation of eye
B33.0,79,050-079.99,Viral infection
B33.1,79,050-079.99,Viral infection
B33.2,420,420-425.99,Other peri-; endo-; and myocarditis
B33.3,79,050-079.99,Viral infection
B33.8,79,050-079.99,Viral infection
B34,79,050-079.99,Viral infection
B34.0,79,050-079.99,Viral infection
B34.1,79,050-079.99,Viral infection
B34.2,79,050-079.99,Viral infection
B34.3,79,050-079.99,Viral infection
B34.4,79,050-079.99,Viral infection
B34.8,79,050-079.99,Viral infection
B34.9,79,050-079.99,Viral infection
B35,110.1,110-118.99,Mycoses
B35.0,110.1,110-118.99,Mycoses
B35.1,110.11,110-118.99,Mycoses
B35.2,110.1,110-118.99,Mycoses
B35.3,110.12,110-118.99,Mycoses
B35.4,110.13,110-118.99,Mycoses
B35.5,110.13,110-118.99,Mycoses
B35.6,110.13,110-118.99,Mycoses
B35.8,110.1,110-118.99,Mycoses
B35.9,110.1,110-118.99,Mycoses
B36,110.2,110-118.99,Mycoses
B36.0,110.2,110-118.99,Mycoses
B36.1,110.2,110-118.99,Mycoses
B36.2,110.2,110-118.99,Mycoses
B36.3,110.2,110-118.99,Mycoses
B36.8,110.2,110-118.99,Mycoses
B36.9,110.1,110-118.99,Mycoses
B37,112,110-118.99,Mycoses
B37.0,112,110-118.99,Mycoses
B37.1,480.3,480-488.99,Pneumonia and influenza
B37.2,112.3,110-118.99,Mycoses
B37.3,112,110-118.99,Mycoses
B37.4,112,110-118.99,Mycoses
B37.5,320,320-326.9,INFLAMMATORY DISEASES OF THE CENTRAL NERVOUS SYSTEM
B37.6,420.3,420-425.99,Other peri-; endo-; and myocarditis
B37.7,112,110-118.99,Mycoses
B37.8,112,110-118.99,Mycoses
B37.9,112,110-118.99,Mycoses
B38,117.2,110-118.99,Mycoses
B38.0,480.3,480-488.99,Pneumonia and influenza
B38.1,480.3,480-488.99,Pneumonia and influenza
B38.2,480.3,480-488.99,Pneumonia and influenza
B38.3,117.2,110-118.99,Mycoses
B38.4,320,320-326.9,INFLAMMATORY DISEASES OF THE CENTRAL NERVOUS SYSTEM
B38.7,117.2,110-118.99,Mycoses
B38.8,117.2,110-118.99,Mycoses
B38.9,117.2,110-118.99,Mycoses
B39,117.1,110-118.99,Mycoses
B39.0,117.1,110-118.99,Mycoses
B39.1,117.1,110-118.99,Mycoses
B39.2,117.1,110-118.99,Mycoses
B39.3,117.1,110-118.99,Mycoses
B39.4,117.1,110-118.99,Mycoses
B39.5,117.1,110-118.99,Mycoses
B39.9,117.1,110-118.99,Mycoses
B40,117.3,110-118.99,Mycoses
B40.0,117.3,110-118.99,Mycoses
B40.1,117.3,110-118.99,Mycoses
B40.2,117.3,110-118.99,Mycoses
B40.3,117.3,110-118.99,Mycoses
B40.7,117.3,110-118.99,Mycoses
B40.8,117.3,110-118.99,Mycoses
B40.9,117.3,110-118.99,Mycoses
B41,117.3,110-118.99,Mycoses
B41.0,117.3,110-118.99,Mycoses
B41.7,117.3,110-118.99,Mycoses
B41.8,117.3,110-118.99,Mycoses
B41.9,117.3,110-118.99,Mycoses
B42,117,110-118.99,Mycoses
B42.0,117,110-118.99,Mycoses
B42.1,117,110-118.99,Mycoses
B42.7,117,110-118.99,Mycoses
B42.8,117,110-118.99,Mycoses
B42.9,117,110-118.99,Mycoses
B43.0,117,110-118.99,Mycoses
B43.1,117,110-118.99,Mycoses
B43.2,117,110-118.99,Mycoses
B43.8,117,110-118.99,Mycoses
B43.9,117,110-118.99,Mycoses
B44,117.4,110-118.99,Mycoses
B44.0,117.4,110-118.99,Mycoses
B44.0,480.3,480-488.99,Pneumonia and influenza
B44.1,117.4,110-118.99,Mycoses
B44.2,117.4,110-118.99,Mycoses
B44.7,117.4,110-118.99,Mycoses
B44.8,117.4,110-118.99,Mycoses
B44.9,117.4,110-118.99,Mycoses
B45,117,110-118.99,Mycoses
B45.0,117,110-118.99,Mycoses
B45.1,320,320-326.9,INFLAMMATORY DISEASES OF THE CENTRAL NERVOUS SYSTEM
B45.2,117,110-118.99,Mycoses
B45.3,117,110-118.99,Mycoses
B45.7,117,110-118.99,Mycoses
B45.8,117,110-118.99,Mycoses
B45.9,117,110-118.99,Mycoses
B46,117,110-118.99,Mycoses
B46.0,117,110-118.99,Mycoses
B46.1,117,110-118.99,Mycoses
B46.2,117,110-118.99,Mycoses
B46.3,117,110-118.99,Mycoses
B46.4,117,110-118.99,Mycoses
B46.5,117,110-118.99,Mycoses
B46.8,117,110-118.99,Mycoses
B46.9,117,110-118.99,Mycoses
B47,41,010-041.99,bacterial infection
B47.0,117,110-118.99,Mycoses
B47.1,41,010-041.99,bacterial infection
B47.9,41,010-041.99,bacterial infection
B48.0,117.3,110-118.99,Mycoses
B48.1,117,110-118.99,Mycoses
B48.2,117,110-118.99,Mycoses
B48.3,117,110-118.99,Mycoses
B48.4,117.4,110-118.99,Mycoses
B48.7,117,110-118.99,Mycoses
B48.8,117,110-118.99,Mycoses
B49,117,110-118.99,Mycoses
B50,133,130-136.99,Other infections; including parasitic
B50.0,133,130-136.99,Other infections; including parasitic
B50.8,133,130-136.99,Other infections; including parasitic
B50.9,133,130-136.99,Other infections; including parasitic
B51,133,130-136.99,Other infections; including parasitic
B51.0,133,130-136.99,Other infections; including parasitic
B51.8,133,130-136.99,Other infections; including parasitic
B51.9,133,130-136.99,Other infections; including parasitic
B52,133,130-136.99,Other infections; including parasitic
B52.0,580.2,580-590.99,diseases of kidney and ureters
B52.0,133,130-136.99,Other infections; including parasitic
B52.8,133,130-136.99,Other infections; including parasitic
B52.9,133,130-136.99,Other infections; including parasitic
B53.0,133,130-136.99,Other infections; including parasitic
B53.1,133,130-136.99,Other infections; including parasitic
B53.8,133,130-136.99,Other infections; including parasitic
B54,133,130-136.99,Other infections; including parasitic
B55,133,130-136.99,Other infections; including parasitic
B55.0,133,130-136.99,Other infections; including parasitic
B55.1,133,130-136.99,Other infections; including parasitic
B55.2,133,130-136.99,Other infections; including parasitic
B55.9,133,130-136.99,Other infections; including parasitic
B56,133,130-136.99,Other infections; including parasitic
B56.0,133,130-136.99,Other infections; including parasitic
B56.1,133,130-136.99,Other infections; including parasitic
B56.9,133,130-136.99,Other infections; including parasitic
B57,133,130-136.99,Other infections; including parasitic
B57.0,133,130-136.99,Other infections; including parasitic
B57.1,133,130-136.99,Other infections; including parasitic
B57.2,133,130-136.99,Other infections; including parasitic
B57.3,133,130-136.99,Other infections; including parasitic
B57.4,133,130-136.99,Other infections; including parasitic
B57.5,133,130-136.99,Other infections; including parasitic
B58,131,130-136.99,Other infections; including parasitic
B58.0,131,130-136.99,Other infections; including parasitic
B58.1,131,130-136.99,Other infections; including parasitic
B58.2,323,320-326.9,INFLAMMATORY DISEASES OF THE CENTRAL NERVOUS SYSTEM
B58.3,480,480-488.99,Pneumonia and influenza
B58.8,131,130-136.99,Other infections; including parasitic
B58.9,131,130-136.99,Other infections; including parasitic
B59,480.3,480-488.99,Pneumonia and influenza
B60.0,133,130-136.99,Other infections; including parasitic
B60.1,136,130-136.99,Other infections; including parasitic
B60.2,136,130-136.99,Other infections; including parasitic
B60.8,136,130-136.99,Other infections; including parasitic
B64,136,130-136.99,Other infections; including parasitic
B65,134,130-136.99,Other infections; including parasitic
B65.0,134,130-136.99,Other infections; including parasitic
B65.1,134,130-136.99,Other infections; including parasitic
B65.2,134,130-136.99,Other infections; including parasitic
B65.3,134,130-136.99,Other infections; including parasitic
B65.8,134,130-136.99,Other infections; including parasitic
B65.9,134,130-136.99,Other infections; including parasitic
B66,134,130-136.99,Other infections; including parasitic
B66.0,134,130-136.99,Other infections; including parasitic
B66.1,134,130-136.99,Other infections; including parasitic
B66.2,134,130-136.99,Other infections; including parasitic
B66.3,134,130-136.99,Other infections; including parasitic
B66.4,134,130-136.99,Other infections; including parasitic
B66.5,134,130-136.99,Other infections; including parasitic
B66.8,134,130-136.99,Other infections; including parasitic
B66.9,134,130-136.99,Other infections; including parasitic
B67,134.1,130-136.99,Other infections; including parasitic
B67.0,134.1,130-136.99,Other infections; including parasitic
B67.1,134.1,130-136.99,Other infections; including parasitic
B67.2,134.1,130-136.99,Other infections; including parasitic
B67.3,134.1,130-136.99,Other infections; including parasitic
B67.4,134.1,130-136.99,Other infections; including parasitic
B67.5,134.1,130-136.99,Other infections; including parasitic
B67.6,134.1,130-136.99,Other infections; including parasitic
B67.7,134.1,130-136.99,Other infections; including parasitic
B67.8,134.1,130-136.99,Other infections; including parasitic
B67.9,134.1,130-136.99,Other infections; including parasitic
B68,134.1,130-136.99,Other infections; including parasitic
B68.0,134.1,130-136.99,Other infections; including parasitic
B68.1,134.1,130-136.99,Other infections; including parasitic
B68.9,134.1,130-136.99,Other infections; including parasitic
B69,134.1,130-136.99,Other infections; including parasitic
B69.0,134.1,130-136.99,Other infections; including parasitic
B69.1,134.1,130-136.99,Other infections; including parasitic
B69.8,134.1,130-136.99,Other infections; including parasitic
B69.9,134.1,130-136.99,Other infections; including parasitic
B70,134.1,130-136.99,Other infections; including parasitic
B70.0,134.1,130-136.99,Other infections; including parasitic
B70.1,134.1,130-136.99,Other infections; including parasitic
B71,134.1,130-136.99,Other infections; including parasitic
B71.0,134.1,130-136.99,Other infections; including parasitic
B71.1,134.1,130-136.99,Other infections; including parasitic
B71.8,134.1,130-136.99,Other infections; including parasitic
B71.9,134.1,130-136.99,Other infections; including parasitic
B72,134,130-136.99,Other infections; including parasitic
B73,134,130-136.99,Other infections; including parasitic
B74,134,130-136.99,Other infections; including parasitic
B74.0,134,130-136.99,Other infections; including parasitic
B74.1,134,130-136.99,Other infections; including parasitic
B74.2,134,130-136.99,Other infections; including parasitic
B74.3,134,130-136.99,Other infections; including parasitic
B74.4,134,130-136.99,Other infections; including parasitic
B74.8,134,130-136.99,Other infections; including parasitic
B74.9,134,130-136.99,Other infections; including parasitic
B75,134.1,130-136.99,Other infections; including parasitic
B76,134,130-136.99,Other infections; including parasitic
B76.0,134,130-136.99,Other infections; including parasitic
B76.1,134,130-136.99,Other infections; including parasitic
B76.8,134,130-136.99,Other infections; including parasitic
B76.9,134,130-136.99,Other infections; including parasitic
B77,134.1,130-136.99,Other infections; including parasitic
B77.0,134.1,130-136.99,Other infections; including parasitic
B77.8,134.1,130-136.99,Other infections; including parasitic
B77.9,134.1,130-136.99,Other infections; including parasitic
B78,134.1,130-136.99,Other infections; including parasitic
B78.0,134.1,130-136.99,Other infections; including parasitic
B78.1,686,680-686.99,Skin and subcutaneous tissue infections
B78.7,134.1,130-136.99,Other infections; including parasitic
B78.9,134.1,130-136.99,Other infections; including parasitic
B79,134.1,130-136.99,Other infections; including parasitic
B80,134.1,130-136.99,Other infections; including parasitic
B81,134.1,130-136.99,Other infections; including parasitic
B81.0,134.1,130-136.99,Other infections; including parasitic
B81.1,134.1,130-136.99,Other infections; including parasitic
B81.2,134.1,130-136.99,Other infections; including parasitic
B81.3,134.1,130-136.99,Other infections; including parasitic
B81.4,134.1,130-136.99,Other infections; including parasitic
B81.8,134.1,130-136.99,Other infections; including parasitic
B82,134,130-136.99,Other infections; including parasitic
B82.0,134.1,130-136.99,Other infections; including parasitic
B82.9,134,130-136.99,Other infections; including parasitic
B83,134,130-136.99,Other infections; including parasitic
B83,134.1,130-136.99,Other infections; including parasitic
B83.0,134,130-136.99,Other infections; including parasitic
B83.1,134,130-136.99,Other infections; including parasitic
B83.2,134,130-136.99,Other infections; including parasitic
B83.3,134,130-136.99,Other infections; including parasitic
B83.4,136,130-136.99,Other infections; including parasitic
B83.8,134,130-136.99,Other infections; including parasitic
B83.9,134,130-136.99,Other infections; including parasitic
B85,132.1,130-136.99,Other infections; including parasitic
B85.0,132.1,130-136.99,Other infections; including parasitic
B85.1,132.1,130-136.99,Other infections; including parasitic
B85.2,132.1,130-136.99,Other infections; including parasitic
B85.3,132.1,130-136.99,Other infections; including parasitic
B85.4,132.1,130-136.99,Other infections; including parasitic
B86,132,130-136.99,Other infections; including parasitic
B87,132,130-136.99,Other infections; including parasitic
B87.0,132,130-136.99,Other infections; including parasitic
B87.1,132,130-136.99,Other infections; including parasitic
B87.2,132,130-136.99,Other infections; including parasitic
B87.3,132,130-136.99,Other infections; including parasitic
B87.4,132,130-136.99,Other infections; including parasitic
B87.8,132,130-136.99,Other infections; including parasitic
B87.9,132,130-136.99,Other infections; including parasitic
B88,132,130-136.99,Other infections; including parasitic
B88.0,132,130-136.99,Other infections; including parasitic
B88.1,132,130-136.99,Other infections; including parasitic
B88.2,132,130-136.99,Other infections; including parasitic
B88.3,136,130-136.99,Other infections; including parasitic
B88.8,132,130-136.99,Other infections; including parasitic
B88.9,132,130-136.99,Other infections; including parasitic
B89,136,130-136.99,Other infections; including parasitic
B90,10,010-041.99,bacterial infection
B90.0,10,010-041.99,bacterial infection
B90.1,10,010-041.99,bacterial infection
B90.2,10,010-041.99,bacterial infection
B90.8,10,010-041.99,bacterial infection
B90.9,10,010-041.99,bacterial infection
B91,324,320-326.9,INFLAMMATORY DISEASES OF THE CENTRAL NERVOUS SYSTEM
B92,136,130-136.99,Other infections; including parasitic
B94.0,369,369-374.99,infection/inflammation of eye
B94.1,323,320-326.9,INFLAMMATORY DISEASES OF THE CENTRAL NERVOUS SYSTEM
B94.2,136,130-136.99,Other infections; including parasitic
B94.8,136,130-136.99,Other infections; including parasitic
B94.9,136,130-136.99,Other infections; including parasitic
B95.0,41.2,010-041.99,bacterial infection
B95.1,41.2,010-041.99,bacterial infection
B95.2,41.2,010-041.99,bacterial infection
B95.3,41.2,010-041.99,bacterial infection
B95.4,41.2,010-041.99,bacterial infection
B95.5,41.2,010-041.99,bacterial infection
B95.6,41.1,010-041.99,bacterial infection
B95.7,41.1,010-041.99,bacterial infection
B95.8,41.1,010-041.99,bacterial infection
B96.0,480.1,480-488.99,Pneumonia and influenza
B96.1,480.1,480-488.99,Pneumonia and influenza
B96.2,41.4,010-041.99,bacterial infection
B96.3,41,010-041.99,bacterial infection
B96.4,41,010-041.99,bacterial infection
B96.5,41,010-041.99,bacterial infection
B96.6,41,010-041.99,bacterial infection
B96.7,41,010-041.99,bacterial infection
B96.8,41,010-041.99,bacterial infection
B97.0,79,050-079.99,Viral infection
B97.1,79,050-079.99,Viral infection
B97.3,79,050-079.99,Viral infection
B97.4,79,050-079.99,Viral infection
B97.5,79,050-079.99,Viral infection
B97.6,79,050-079.99,Viral infection
B97.7,79,050-079.99,Viral infection
B97.8,79,050-079.99,Viral infection
B99,136,130-136.99,Other infections; including parasitic
C00,145.1,"140-149.99, 210-210.99","Cancer/benign neoplams of lip, oral cavity, pharynx"
C00.0,145.1,"140-149.99, 210-210.99","Cancer/benign neoplams of lip, oral cavity, pharynx"
C00.1,145.1,"140-149.99, 210-210.99","Cancer/benign neoplams of lip, oral cavity, pharynx"
C00.2,145.1,"140-149.99, 210-210.99","Cancer/benign neoplams of lip, oral cavity, pharynx"
C00.3,145.1,"140-149.99, 210-210.99","Cancer/benign neoplams of lip, oral cavity, pharynx"
C00.4,145.1,"140-149.99, 210-210.99","Cancer/benign neoplams of lip, oral cavity, pharynx"
C00.5,145.1,"140-149.99, 210-210.99","Cancer/benign neoplams of lip, oral cavity, pharynx"
C00.6,145.1,"140-149.99, 210-210.99","Cancer/benign neoplams of lip, oral cavity, pharynx"
C00.8,145.1,"140-149.99, 210-210.99","Cancer/benign neoplams of lip, oral cavity, pharynx"
C00.9,145.1,"140-149.99, 210-210.99","Cancer/benign neoplams of lip, oral cavity, pharynx"
C01,145.2,"140-149.99, 210-210.99","Cancer/benign neoplams of lip, oral cavity, pharynx"
C02,145.2,"140-149.99, 210-210.99","Cancer/benign neoplams of lip, oral cavity, pharynx"
C02.0,145.2,"140-149.99, 210-210.99","Cancer/benign neoplams of lip, oral cavity, pharynx"
C02.1,145.2,"140-149.99, 210-210.99","Cancer/benign neoplams of lip, oral cavity, pharynx"
C02.2,145.2,"140-149.99, 210-210.99","Cancer/benign neoplams of lip, oral cavity, pharynx"
C02.3,145.2,"140-149.99, 210-210.99","Cancer/benign neoplams of lip, oral cavity, pharynx"
C02.4,145.2,"140-149.99, 210-210.99","Cancer/benign neoplams of lip, oral cavity, pharynx"
C02.8,145.2,"140-149.99, 210-210.99","Cancer/benign neoplams of lip, oral cavity, pharynx"
C02.9,145.2,"140-149.99, 210-210.99","Cancer/benign neoplams of lip, oral cavity, pharynx"
C03,145.4,"140-149.99, 210-210.99","Cancer/benign neoplams of lip, oral cavity, pharynx"
C03.0,145.4,"140-149.99, 210-210.99","Cancer/benign neoplams of lip, oral cavity, pharynx"
